@RELATION newgoz

@ATTRIBUTE domtld REAL
@ATTRIBUTE domsld REAL
@ATTRIBUTE ldom REAL
@ATTRIBUTE ltld REAL
@ATTRIBUTE lsld REAL
@ATTRIBUTE lold REAL
@ATTRIBUTE ddom REAL
@ATTRIBUTE hwp REAL
@ATTRIBUTE hip REAL
@ATTRIBUTE lcc REAL
@ATTRIBUTE lcv REAL
@ATTRIBUTE lcl REAL
@ATTRIBUTE lcn REAL
@ATTRIBUTE acc REAL
@ATTRIBUTE acv REAL
@ATTRIBUTE acl REAL
@ATTRIBUTE acn REAL
@ATTRIBUTE dcc REAL
@ATTRIBUTE dcv REAL
@ATTRIBUTE dcl REAL
@ATTRIBUTE dcn REAL
@ATTRIBUTE ncc REAL
@ATTRIBUTE ncv REAL
@ATTRIBUTE ncl REAL
@ATTRIBUTE ncn REAL
@ATTRIBUTE ncs REAL
@ATTRIBUTE rac REAL
@ATTRIBUTE rav REAL
@ATTRIBUTE ral REAL
@ATTRIBUTE ran REAL
@ATTRIBUTE ras REAL
@ATTRIBUTE rc REAL
@ATTRIBUTE rv REAL
@ATTRIBUTE rl REAL
@ATTRIBUTE rn REAL
@ATTRIBUTE rs REAL

@DATA
328970105063611084508420662788,986441690302001133472301479902,30,3,26,0,2,0,0,6,2,6,1,2.111111111111111,1.3333333333333333,3.2857142857142856,1.0,5,1,5,0,14,4,18,4,1,0.6666666666666666,0.8,0.6923076923076923,0.4,0.5,0.6333333333333333,0.13333333333333333,0.7666666666666667,0.2,0.03333333333333333
328970105063611084508420662788,5574579777477870898778277323,29,3,25,0,2,0,0,6,2,8,2,2.0,1.1666666666666667,3.8333333333333335,1.25,5,1,7,1,11,3,14,4,1,0.5238095238095238,0.6,0.5384615384615384,0.4,0.5,0.5517241379310345,0.2413793103448276,0.7931034482758621,0.1724137931034483,0.034482758620689655
488496392775427878672438958169,17995934158193001214929407756,30,3,26,0,2,0,0,8,2,18,5,2.8333333333333335,1.25,7.333333333333333,3.5,7,1,17,3,13,3,16,4,1,0.6190476190476191,0.6,0.6153846153846154,0.4,0.5,0.5666666666666667,0.16666666666666666,0.7333333333333333,0.23333333333333334,0.03333333333333333
307557349522485967192156168435,767381178812226605386453821787,30,3,26,0,2,0,0,3,1,3,2,1.4,1.0,2.111111111111111,1.25,2,0,2,1,10,3,13,6,1,0.47619047619047616,0.6,0.5,0.6,0.5,0.4666666666666667,0.16666666666666666,0.6333333333333333,0.3333333333333333,0.03333333333333333
595697130768765306372839937235,992506304557742063891074198646,30,3,26,0,2,0,0,6,2,9,3,3.0,1.25,5.75,2.0,5,1,6,2,12,3,15,4,1,0.5714285714285714,0.6,0.5769230769230769,0.4,0.5,0.6,0.16666666666666666,0.7666666666666667,0.2,0.03333333333333333
595697130768765306372839937235,752913281980486190096694440853,29,3,25,0,2,0,0,5,1,5,2,2.4285714285714284,1.0,2.5,1.1428571428571428,4,0,4,1,11,3,14,6,1,0.5238095238095238,0.6,0.5384615384615384,0.6,0.5,0.5862068965517241,0.10344827586206896,0.6896551724137931,0.27586206896551724,0.034482758620689655
595697130768765306372839937235,703133704823390591897691579111,30,3,26,0,2,0,0,3,2,10,1,2.0,1.125,4.166666666666667,1.0,2,1,9,0,10,5,15,2,1,0.47619047619047616,1.0,0.5769230769230769,0.2,0.5,0.5333333333333333,0.3,0.8333333333333334,0.13333333333333333,0.03333333333333333
488496392775427878672438958169,402422263701906475733516093189,32,3,28,0,2,0,0,6,2,6,5,2.25,1.5,3.5,2.0,5,1,5,4,12,2,14,6,1,0.5714285714285714,0.4,0.5384615384615384,0.6,0.5,0.5625,0.09375,0.65625,0.3125,0.03125
328970105063611084508420662788,559668457086866930227297744029,31,3,27,0,2,0,0,3,2,6,2,1.5,1.6666666666666667,2.5,1.4285714285714286,2,1,5,1,9,3,12,5,1,0.42857142857142855,0.6,0.46153846153846156,0.5,0.5,0.4838709677419355,0.16129032258064516,0.6451612903225806,0.3225806451612903,0.03225806451612903
307557349522485967192156168435,906288736054366006118619549379,31,3,27,0,2,0,0,5,1,5,2,1.9,1.0,2.2222222222222223,1.25,4,0,4,1,11,1,12,4,1,0.5238095238095238,0.2,0.46153846153846156,0.4,0.5,0.6129032258064516,0.03225806451612903,0.6451612903225806,0.3225806451612903,0.03225806451612903
307557349522485967192156168435,287130468096016473642968496710,28,3,24,0,2,0,0,4,1,7,2,2.125,1.0,4.2,1.5,3,0,5,1,11,3,14,6,1,0.5238095238095238,0.6,0.5384615384615384,0.6,0.5,0.6071428571428571,0.14285714285714285,0.75,0.21428571428571427,0.03571428571428571
328970105063611084508420662788,671692447882840345921452880190,31,3,27,0,2,0,0,5,2,10,3,2.25,1.5,3.5,1.5,4,1,9,2,14,2,16,6,1,0.6666666666666666,0.4,0.6153846153846154,0.6,0.5,0.5806451612903226,0.0967741935483871,0.6774193548387096,0.2903225806451613,0.03225806451612903
328970105063611084508420662788,468855541602623303124804291144,31,3,27,0,2,0,0,6,1,6,1,1.6363636363636365,1.0,3.2857142857142856,1.0,5,0,5,0,14,4,18,5,1,0.6666666666666666,0.8,0.6923076923076923,0.5,0.5,0.5806451612903226,0.16129032258064516,0.7419354838709677,0.22580645161290322,0.03225806451612903
307557349522485967192156168435,38543110246768936179314746813,31,3,27,0,2,0,0,4,1,4,4,1.6666666666666667,1.0,2.0,1.5,3,0,3,3,10,2,12,6,1,0.47619047619047616,0.4,0.46153846153846156,0.6,0.5,0.4838709677419355,0.0967741935483871,0.5806451612903226,0.3870967741935484,0.03225806451612903
328970105063611084508420662788,971197528562683058773882175257,31,3,27,0,2,0,0,7,1,7,2,2.0,1.0,2.625,1.2857142857142858,6,0,6,1,14,2,16,5,1,0.6666666666666666,0.4,0.6153846153846154,0.5,0.5,0.5806451612903226,0.0967741935483871,0.6774193548387096,0.2903225806451613,0.03225806451612903
595697130768765306372839937235,408054767607713720422145286305,31,3,27,0,2,0,0,4,1,5,3,2.25,1.0,2.857142857142857,1.6666666666666667,3,0,4,2,11,2,13,5,1,0.5238095238095238,0.4,0.5,0.5,0.5,0.5806451612903226,0.06451612903225806,0.6451612903225806,0.3225806451612903,0.03225806451612903
328970105063611084508420662788,613492823266743526378719156524,30,3,26,0,2,0,0,4,2,7,3,2.142857142857143,1.25,3.3333333333333335,1.8,3,1,6,2,9,4,13,5,1,0.42857142857142855,0.8,0.5,0.5,0.5,0.5,0.16666666666666666,0.6666666666666666,0.3,0.03333333333333333
595697130768765306372839937235,522887116640411338448081565541,30,3,26,0,2,0,0,3,1,6,1,2.0,1.0,2.75,1.0,2,0,5,0,12,4,16,4,1,0.5714285714285714,0.8,0.6153846153846154,0.4,0.5,0.6,0.13333333333333333,0.7333333333333333,0.23333333333333334,0.03333333333333333
488496392775427878672438958169,27657928495297090070999255254,31,3,27,0,2,0,0,4,2,6,1,2.2222222222222223,1.3333333333333333,3.0,1.0,3,1,5,0,14,4,18,4,1,0.6666666666666666,0.8,0.6923076923076923,0.4,0.5,0.6451612903225806,0.12903225806451613,0.7741935483870968,0.1935483870967742,0.03225806451612903
488496392775427878672438958169,236324181423253733322339737681,29,3,25,0,2,0,0,4,1,8,2,1.9,1.0,3.8333333333333335,1.25,3,0,7,1,12,3,15,5,1,0.5714285714285714,0.6,0.5769230769230769,0.5,0.5,0.6551724137931034,0.13793103448275862,0.7931034482758621,0.1724137931034483,0.034482758620689655
328970105063611084508420662788,163055159550086075638381102429,29,3,25,0,2,0,0,3,1,7,2,1.6,1.0,3.6666666666666665,1.2,2,0,5,1,11,4,15,5,1,0.5238095238095238,0.8,0.5769230769230769,0.5,0.5,0.5517241379310345,0.20689655172413793,0.7586206896551724,0.20689655172413793,0.034482758620689655
595697130768765306372839937235,910543568081775882009414064347,31,3,27,0,2,0,0,3,3,10,3,1.75,1.4,3.5,1.8,2,2,9,2,9,4,13,5,1,0.42857142857142855,0.8,0.5,0.5,0.5,0.45161290322580644,0.22580645161290322,0.6774193548387096,0.2903225806451613,0.03225806451612903
595697130768765306372839937235,488825777626132157490883193313,31,3,27,0,2,0,0,2,1,3,8,1.4,1.0,1.7142857142857142,3.0,1,0,2,7,6,3,9,7,1,0.2857142857142857,0.6,0.34615384615384615,0.7,0.5,0.22580645161290322,0.16129032258064516,0.3870967741935484,0.5806451612903226,0.03225806451612903
595697130768765306372839937235,613502418875389680148769796723,29,3,25,0,2,0,0,4,2,4,3,1.8571428571428572,1.2,2.375,1.5,3,1,3,2,8,2,10,6,1,0.38095238095238093,0.4,0.38461538461538464,0.6,0.5,0.4482758620689655,0.20689655172413793,0.6551724137931034,0.3103448275862069,0.034482758620689655
307557349522485967192156168435,83860933867676487737657277068,29,3,25,0,2,0,0,3,1,5,3,1.5,1.0,2.8333333333333335,2.2,2,0,4,1,11,3,14,8,1,0.5238095238095238,0.6,0.5384615384615384,0.8,0.5,0.41379310344827586,0.1724137931034483,0.5862068965517241,0.3793103448275862,0.034482758620689655
488496392775427878672438958169,169831653121135172933293834979,30,3,26,0,2,0,0,2,2,6,2,1.2727272727272727,1.2,2.5,1.2857142857142858,1,1,5,1,11,4,15,4,1,0.5238095238095238,0.8,0.5769230769230769,0.4,0.5,0.4666666666666667,0.2,0.6666666666666666,0.3,0.03333333333333333
488496392775427878672438958169,118712282261741261516253616446,31,3,27,0,2,0,0,4,1,5,2,2.111111111111111,1.0,3.2857142857142856,1.1666666666666667,3,0,4,1,13,3,16,3,1,0.6190476190476191,0.6,0.6153846153846154,0.3,0.5,0.6129032258064516,0.12903225806451613,0.7419354838709677,0.22580645161290322,0.03225806451612903
488496392775427878672438958169,498670799232714772674204554717,29,3,25,0,2,0,0,6,1,6,6,2.4285714285714284,1.0,3.0,2.5,5,0,5,5,12,1,13,8,1,0.5714285714285714,0.2,0.5,0.8,0.5,0.5862068965517241,0.034482758620689655,0.6206896551724138,0.3448275862068966,0.034482758620689655
328970105063611084508420662788,921788656610070216989273153950,30,3,26,0,2,0,0,3,1,5,3,1.6666666666666667,1.0,2.7142857142857144,1.4285714285714286,2,0,4,2,11,4,15,6,1,0.5238095238095238,0.8,0.5769230769230769,0.6,0.5,0.5,0.13333333333333333,0.6333333333333333,0.3333333333333333,0.03333333333333333
328970105063611084508420662788,831056348091637532656641695635,31,3,27,0,2,0,0,4,1,5,3,2.142857142857143,1.0,3.3333333333333335,1.6666666666666667,3,0,4,2,10,3,13,6,1,0.47619047619047616,0.6,0.5,0.6,0.5,0.4838709677419355,0.16129032258064516,0.6451612903225806,0.3225806451612903,0.03225806451612903
488496392775427878672438958169,623613055209284739921662326985,31,3,27,0,2,0,0,3,1,4,2,1.4,1.0,2.2222222222222223,1.1111111111111112,2,0,3,1,10,5,15,6,1,0.47619047619047616,1.0,0.5769230769230769,0.6,0.5,0.45161290322580644,0.1935483870967742,0.6451612903225806,0.3225806451612903,0.03225806451612903
307557349522485967192156168435,571118919331147468230930866552,31,3,27,0,2,0,0,5,1,6,3,2.4285714285714284,1.0,2.857142857142857,1.4285714285714286,4,0,5,2,10,2,12,5,1,0.47619047619047616,0.4,0.46153846153846156,0.5,0.5,0.5483870967741935,0.0967741935483871,0.6451612903225806,0.3225806451612903,0.03225806451612903
